name Simple DTS
init {'Base7':1}
;
r0 {'prop':{'r0'}, 'position': (1.07, 2.37, 0.40)}
r252 r252 {'duration': 1, 'edge_weight': 0.500000}
r252 r253 {'duration': 1, 'edge_weight': 1.000000}
r252 r264 {'duration': 1, 'edge_weight': 1.000000}
r252 r265 {'duration': 1, 'edge_weight': 1.414000}
r253 r168 {'duration': 1, 'edge_weight': 1.650000}
r253 r180 {'duration': 1, 'edge_weight': 1.514000}
r253 r181 {'duration': 1, 'edge_weight': 1.100000}
r253 r192 {'duration': 1, 'edge_weight': 1.650000}
r253 r193 {'duration': 1, 'edge_weight': 1.514000}
r253 r194 {'duration': 1, 'edge_weight': 1.650000}
r253 r240 {'duration': 1, 'edge_weight': 1.414000}
r253 r241 {'duration': 1, 'edge_weight': 1.000000}
r253 r242 {'duration': 1, 'edge_weight': 1.414000}
r253 r252 {'duration': 1, 'edge_weight': 1.000000}
r253 r253 {'duration': 1, 'edge_weight': 0.500000}
r253 r254 {'duration': 1, 'edge_weight': 1.000000}
r253 r264 {'duration': 1, 'edge_weight': 1.414000}
r253 r265 {'duration': 1, 'edge_weight': 1.000000}
r253 r266 {'duration': 1, 'edge_weight': 1.414000}
r254 r171 {'duration': 1, 'edge_weight': 1.650000}
r254 r181 {'duration': 1, 'edge_weight': 1.514000}
r254 r183 {'duration': 1, 'edge_weight': 1.514000}
r254 r193 {'duration': 1, 'edge_weight': 1.650000}
r254 r194 {'duration': 1, 'edge_weight': 1.514000}
r254 r195 {'duration': 1, 'edge_weight': 1.650000}
r254 r241 {'duration': 1, 'edge_weight': 1.414000}
r254 r242 {'duration': 1, 'edge_weight': 1.000000}
r254 r243 {'duration': 1, 'edge_weight': 1.414000}
r254 r253 {'duration': 1, 'edge_weight': 1.000000}
r254 r254 {'duration': 1, 'edge_weight': 0.500000}
r254 r255 {'duration': 1, 'edge_weight': 1.000000}
r254 r265 {'duration': 1, 'edge_weight': 1.414000}
r254 r266 {'duration': 1, 'edge_weight': 1.000000}
r254 r267 {'duration': 1, 'edge_weight': 1.414000}
r255 r171 {'duration': 1, 'edge_weight': 1.514000}
r255 r172 {'duration': 1, 'edge_weight': 1.650000}
r255 r183 {'duration': 1, 'edge_weight': 1.100000}
r255 r184 {'duration': 1, 'edge_weight': 1.514000}
r255 r194 {'duration': 1, 'edge_weight': 1.650000}
r255 r195 {'duration': 1, 'edge_weight': 1.514000}
r255 r196 {'duration': 1, 'edge_weight': 1.650000}
r255 r242 {'duration': 1, 'edge_weight': 1.414000}
r255 r243 {'duration': 1, 'edge_weight': 1.000000}
r255 r244 {'duration': 1, 'edge_weight': 1.414000}
r255 r254 {'duration': 1, 'edge_weight': 1.000000}
r255 r255 {'duration': 1, 'edge_weight': 0.500000}
r255 r256 {'duration': 1, 'edge_weight': 1.000000}
r255 r266 {'duration': 1, 'edge_weight': 1.414000}
r255 r267 {'duration': 1, 'edge_weight': 1.000000}
r255 r268 {'duration': 1, 'edge_weight': 1.414000}
r256 r171 {'duration': 1, 'edge_weight': 1.650000}
r256 r172 {'duration': 1, 'edge_weight': 1.514000}
r256 r183 {'duration': 1, 'edge_weight': 1.514000}
r256 r184 {'duration': 1, 'edge_weight': 1.100000}
r256 r185 {'duration': 1, 'edge_weight': 1.514000}
r256 r195 {'duration': 1, 'edge_weight': 1.650000}
r256 r196 {'duration': 1, 'edge_weight': 1.514000}
r256 r197 {'duration': 1, 'edge_weight': 1.650000}
r256 r243 {'duration': 1, 'edge_weight': 1.414000}
r256 r244 {'duration': 1, 'edge_weight': 1.000000}
r256 r255 {'duration': 1, 'edge_weight': 1.000000}
r256 r256 {'duration': 1, 'edge_weight': 0.500000}
r256 r257 {'duration': 1, 'edge_weight': 1.000000}
r256 r267 {'duration': 1, 'edge_weight': 1.414000}
r256 r268 {'duration': 1, 'edge_weight': 1.000000}
r256 r269 {'duration': 1, 'edge_weight': 1.414000}
r257 r172 {'duration': 1, 'edge_weight': 1.650000}
r257 r174 {'duration': 1, 'edge_weight': 1.650000}
r257 r184 {'duration': 1, 'edge_weight': 1.514000}
r257 r185 {'duration': 1, 'edge_weight': 1.100000}
r257 r186 {'duration': 1, 'edge_weight': 1.514000}
r257 r196 {'duration': 1, 'edge_weight': 1.650000}
r257 r197 {'duration': 1, 'edge_weight': 1.514000}
r257 r198 {'duration': 1, 'edge_weight': 1.650000}
r257 r244 {'duration': 1, 'edge_weight': 1.414000}
r257 r246 {'duration': 1, 'edge_weight': 1.414000}
r257 r256 {'duration': 1, 'edge_weight': 1.000000}
r257 r257 {'duration': 1, 'edge_weight': 0.500000}
r257 r258 {'duration': 1, 'edge_weight': 1.000000}
r257 r268 {'duration': 1, 'edge_weight': 1.414000}
r257 r269 {'duration': 1, 'edge_weight': 1.000000}
r257 r270 {'duration': 1, 'edge_weight': 1.414000}
r258 r174 {'duration': 1, 'edge_weight': 1.514000}
r258 r175 {'duration': 1, 'edge_weight': 1.650000}
r258 r185 {'duration': 1, 'edge_weight': 1.514000}
r258 r186 {'duration': 1, 'edge_weight': 1.100000}
r258 r187 {'duration': 1, 'edge_weight': 1.514000}
r258 r197 {'duration': 1, 'edge_weight': 1.650000}
r258 r198 {'duration': 1, 'edge_weight': 1.514000}
r258 r199 {'duration': 1, 'edge_weight': 1.650000}
r258 r246 {'duration': 1, 'edge_weight': 1.000000}
r258 r247 {'duration': 1, 'edge_weight': 1.414000}
r258 r257 {'duration': 1, 'edge_weight': 1.000000}
r258 r258 {'duration': 1, 'edge_weight': 0.500000}
r258 r259 {'duration': 1, 'edge_weight': 1.000000}
r258 r269 {'duration': 1, 'edge_weight': 1.414000}
r258 r270 {'duration': 1, 'edge_weight': 1.000000}
r258 r271 {'duration': 1, 'edge_weight': 1.414000}
r259 r174 {'duration': 1, 'edge_weight': 1.650000}
r259 r175 {'duration': 1, 'edge_weight': 1.514000}
r259 r176 {'duration': 1, 'edge_weight': 1.650000}
r259 r186 {'duration': 1, 'edge_weight': 1.514000}
r259 r187 {'duration': 1, 'edge_weight': 1.100000}
r259 r188 {'duration': 1, 'edge_weight': 1.514000}
r259 r198 {'duration': 1, 'edge_weight': 1.650000}
r259 r199 {'duration': 1, 'edge_weight': 1.514000}
r259 r200 {'duration': 1, 'edge_weight': 1.650000}
r259 r246 {'duration': 1, 'edge_weight': 1.414000}
r259 r247 {'duration': 1, 'edge_weight': 1.000000}
r259 r248 {'duration': 1, 'edge_weight': 1.414000}
r259 r258 {'duration': 1, 'edge_weight': 1.000000}
r259 r259 {'duration': 1, 'edge_weight': 0.500000}
r259 r260 {'duration': 1, 'edge_weight': 1.000000}
r259 r270 {'duration': 1, 'edge_weight': 1.414000}
r259 r271 {'duration': 1, 'edge_weight': 1.000000}
r259 r272 {'duration': 1, 'edge_weight': 1.414000}
r260 r175 {'duration': 1, 'edge_weight': 1.650000}
r260 r176 {'duration': 1, 'edge_weight': 1.514000}
r260 r177 {'duration': 1, 'edge_weight': 1.650000}
r260 r187 {'duration': 1, 'edge_weight': 1.514000}
r260 r188 {'duration': 1, 'edge_weight': 1.100000}
r260 r189 {'duration': 1, 'edge_weight': 1.514000}
r260 r199 {'duration': 1, 'edge_weight': 1.650000}
r260 r200 {'duration': 1, 'edge_weight': 1.514000}
r260 r201 {'duration': 1, 'edge_weight': 1.650000}
r260 r247 {'duration': 1, 'edge_weight': 1.414000}
r260 r248 {'duration': 1, 'edge_weight': 1.000000}
r260 r249 {'duration': 1, 'edge_weight': 1.414000}
r260 r259 {'duration': 1, 'edge_weight': 1.000000}
r260 r260 {'duration': 1, 'edge_weight': 0.500000}
r260 r261 {'duration': 1, 'edge_weight': 1.000000}
r260 r271 {'duration': 1, 'edge_weight': 1.414000}
r260 r272 {'duration': 1, 'edge_weight': 1.000000}
r260 r273 {'duration': 1, 'edge_weight': 1.414000}
r261 r176 {'duration': 1, 'edge_weight': 1.650000}
r261 r177 {'duration': 1, 'edge_weight': 1.514000}
r261 r178 {'duration': 1, 'edge_weight': 1.650000}
r261 r188 {'duration': 1, 'edge_weight': 1.514000}
r261 r189 {'duration': 1, 'edge_weight': 1.100000}
r261 r190 {'duration': 1, 'edge_weight': 1.514000}
r261 r200 {'duration': 1, 'edge_weight': 1.650000}
r261 r201 {'duration': 1, 'edge_weight': 1.514000}
r261 r202 {'duration': 1, 'edge_weight': 1.650000}
r261 r248 {'duration': 1, 'edge_weight': 1.414000}
r261 r249 {'duration': 1, 'edge_weight': 1.000000}
r261 r250 {'duration': 1, 'edge_weight': 1.414000}
r261 r260 {'duration': 1, 'edge_weight': 1.000000}
r261 r261 {'duration': 1, 'edge_weight': 0.500000}
r261 r262 {'duration': 1, 'edge_weight': 1.000000}
r261 r272 {'duration': 1, 'edge_weight': 1.414000}
r261 r273 {'duration': 1, 'edge_weight': 1.000000}
r261 r274 {'duration': 1, 'edge_weight': 1.414000}
r262 r177 {'duration': 1, 'edge_weight': 1.650000}
r262 r178 {'duration': 1, 'edge_weight': 1.514000}
r262 r189 {'duration': 1, 'edge_weight': 1.514000}
r262 r190 {'duration': 1, 'edge_weight': 1.100000}
r262 r201 {'duration': 1, 'edge_weight': 1.650000}
r262 r202 {'duration': 1, 'edge_weight': 1.514000}
r262 r203 {'duration': 1, 'edge_weight': 1.650000}
r262 r249 {'duration': 1, 'edge_weight': 1.414000}
r262 r250 {'duration': 1, 'edge_weight': 1.000000}
r262 r251 {'duration': 1, 'edge_weight': 1.414000}
r262 r261 {'duration': 1, 'edge_weight': 1.000000}
r262 r262 {'duration': 1, 'edge_weight': 0.500000}
r262 r263 {'duration': 1, 'edge_weight': 1.000000}
r262 r273 {'duration': 1, 'edge_weight': 1.414000}
r262 r274 {'duration': 1, 'edge_weight': 1.000000}
r262 r275 {'duration': 1, 'edge_weight': 1.414000}
r263 r178 {'duration': 1, 'edge_weight': 1.650000}
r263 r190 {'duration': 1, 'edge_weight': 1.514000}
r263 r202 {'duration': 1, 'edge_weight': 1.650000}
r263 r203 {'duration': 1, 'edge_weight': 1.514000}
r263 r250 {'duration': 1, 'edge_weight': 1.414000}
r263 r251 {'duration': 1, 'edge_weight': 1.000000}
r263 r262 {'duration': 1, 'edge_weight': 1.000000}
r263 r263 {'duration': 1, 'edge_weight': 0.500000}
r263 r274 {'duration': 1, 'edge_weight': 1.414000}
r263 r275 {'duration': 1, 'edge_weight': 1.000000}
r264 r180 {'duration': 1, 'edge_weight': 1.514000}
r264 r181 {'duration': 1, 'edge_weight': 1.650000}
r264 r192 {'duration': 1, 'edge_weight': 1.100000}
r264 r193 {'duration': 1, 'edge_weight': 1.514000}
r264 r204 {'duration': 1, 'edge_weight': 1.514000}
r264 r205 {'duration': 1, 'edge_weight': 1.650000}
r264 r252 {'duration': 1, 'edge_weight': 1.000000}
r264 r253 {'duration': 1, 'edge_weight': 1.414000}
r264 r264 {'duration': 1, 'edge_weight': 0.500000}
r264 r265 {'duration': 1, 'edge_weight': 1.000000}
r264 r276 {'duration': 1, 'edge_weight': 1.000000}
r264 r277 {'duration': 1, 'edge_weight': 1.414000}
r265 r180 {'duration': 1, 'edge_weight': 1.650000}
r265 r181 {'duration': 1, 'edge_weight': 1.514000}
r265 r192 {'duration': 1, 'edge_weight': 1.514000}
r265 r193 {'duration': 1, 'edge_weight': 1.100000}
r265 r194 {'duration': 1, 'edge_weight': 1.514000}
r265 r204 {'duration': 1, 'edge_weight': 1.650000}
r265 r205 {'duration': 1, 'edge_weight': 1.514000}
r265 r206 {'duration': 1, 'edge_weight': 1.650000}
r265 r252 {'duration': 1, 'edge_weight': 1.414000}
r265 r253 {'duration': 1, 'edge_weight': 1.000000}
r265 r254 {'duration': 1, 'edge_weight': 1.414000}
r265 r264 {'duration': 1, 'edge_weight': 1.000000}
r265 r265 {'duration': 1, 'edge_weight': 0.500000}
r265 r266 {'duration': 1, 'edge_weight': 1.000000}
r265 r276 {'duration': 1, 'edge_weight': 1.414000}
r265 r277 {'duration': 1, 'edge_weight': 1.000000}
r265 r278 {'duration': 1, 'edge_weight': 1.414000}
r266 r181 {'duration': 1, 'edge_weight': 1.650000}
r266 r183 {'duration': 1, 'edge_weight': 1.650000}
r266 r193 {'duration': 1, 'edge_weight': 1.514000}
r266 r194 {'duration': 1, 'edge_weight': 1.100000}
r266 r195 {'duration': 1, 'edge_weight': 1.514000}
r266 r205 {'duration': 1, 'edge_weight': 1.650000}
r266 r206 {'duration': 1, 'edge_weight': 1.514000}
r266 r207 {'duration': 1, 'edge_weight': 1.650000}
r266 r253 {'duration': 1, 'edge_weight': 1.414000}
r266 r254 {'duration': 1, 'edge_weight': 1.000000}
r266 r255 {'duration': 1, 'edge_weight': 1.414000}
r266 r265 {'duration': 1, 'edge_weight': 1.000000}
r266 r266 {'duration': 1, 'edge_weight': 0.500000}
r266 r267 {'duration': 1, 'edge_weight': 1.000000}
r266 r277 {'duration': 1, 'edge_weight': 1.414000}
r266 r278 {'duration': 1, 'edge_weight': 1.000000}
r266 r279 {'duration': 1, 'edge_weight': 1.414000}
r267 r183 {'duration': 1, 'edge_weight': 1.514000}
r267 r184 {'duration': 1, 'edge_weight': 1.650000}
r267 r194 {'duration': 1, 'edge_weight': 1.514000}
r267 r195 {'duration': 1, 'edge_weight': 1.100000}
r267 r196 {'duration': 1, 'edge_weight': 1.514000}
r267 r206 {'duration': 1, 'edge_weight': 1.650000}
r267 r207 {'duration': 1, 'edge_weight': 1.514000}
r267 r208 {'duration': 1, 'edge_weight': 1.650000}
r267 r254 {'duration': 1, 'edge_weight': 1.414000}
r267 r255 {'duration': 1, 'edge_weight': 1.000000}
r267 r256 {'duration': 1, 'edge_weight': 1.414000}
r267 r266 {'duration': 1, 'edge_weight': 1.000000}
r267 r267 {'duration': 1, 'edge_weight': 0.500000}
r267 r268 {'duration': 1, 'edge_weight': 1.000000}
r267 r278 {'duration': 1, 'edge_weight': 1.414000}
r267 r279 {'duration': 1, 'edge_weight': 1.000000}
r267 r280 {'duration': 1, 'edge_weight': 1.414000}
r268 r183 {'duration': 1, 'edge_weight': 1.650000}
r268 r184 {'duration': 1, 'edge_weight': 1.514000}
r268 r185 {'duration': 1, 'edge_weight': 1.650000}
r268 r195 {'duration': 1, 'edge_weight': 1.514000}
r268 r196 {'duration': 1, 'edge_weight': 1.100000}
r268 r197 {'duration': 1, 'edge_weight': 1.514000}
r268 r207 {'duration': 1, 'edge_weight': 1.650000}
r268 r208 {'duration': 1, 'edge_weight': 1.514000}
r268 r209 {'duration': 1, 'edge_weight': 1.650000}
r268 r255 {'duration': 1, 'edge_weight': 1.414000}
r268 r256 {'duration': 1, 'edge_weight': 1.000000}
r268 r257 {'duration': 1, 'edge_weight': 1.414000}
r268 r267 {'duration': 1, 'edge_weight': 1.000000}
r268 r268 {'duration': 1, 'edge_weight': 0.500000}
r268 r269 {'duration': 1, 'edge_weight': 1.000000}
r268 r279 {'duration': 1, 'edge_weight': 1.414000}
r268 r280 {'duration': 1, 'edge_weight': 1.000000}
r268 r281 {'duration': 1, 'edge_weight': 1.414000}
r269 r184 {'duration': 1, 'edge_weight': 1.650000}
r269 r185 {'duration': 1, 'edge_weight': 1.514000}
r269 r186 {'duration': 1, 'edge_weight': 1.650000}
r269 r196 {'duration': 1, 'edge_weight': 1.514000}
r269 r197 {'duration': 1, 'edge_weight': 1.100000}
r269 r198 {'duration': 1, 'edge_weight': 1.514000}
r269 r208 {'duration': 1, 'edge_weight': 1.650000}
r269 r209 {'duration': 1, 'edge_weight': 1.514000}
r269 r210 {'duration': 1, 'edge_weight': 1.650000}
r269 r256 {'duration': 1, 'edge_weight': 1.414000}
r269 r257 {'duration': 1, 'edge_weight': 1.000000}
r269 r258 {'duration': 1, 'edge_weight': 1.414000}
r269 r268 {'duration': 1, 'edge_weight': 1.000000}
r269 r269 {'duration': 1, 'edge_weight': 0.500000}
r269 r270 {'duration': 1, 'edge_weight': 1.000000}
r269 r280 {'duration': 1, 'edge_weight': 1.414000}
r269 r281 {'duration': 1, 'edge_weight': 1.000000}
r269 r282 {'duration': 1, 'edge_weight': 1.414000}
r270 r185 {'duration': 1, 'edge_weight': 1.650000}
r270 r186 {'duration': 1, 'edge_weight': 1.514000}
r270 r187 {'duration': 1, 'edge_weight': 1.650000}
r270 r197 {'duration': 1, 'edge_weight': 1.514000}
r270 r198 {'duration': 1, 'edge_weight': 1.100000}
r270 r199 {'duration': 1, 'edge_weight': 1.514000}
r270 r209 {'duration': 1, 'edge_weight': 1.650000}
r270 r210 {'duration': 1, 'edge_weight': 1.514000}
r270 r211 {'duration': 1, 'edge_weight': 1.650000}
r270 r257 {'duration': 1, 'edge_weight': 1.414000}
r270 r258 {'duration': 1, 'edge_weight': 1.000000}
r270 r259 {'duration': 1, 'edge_weight': 1.414000}
r270 r269 {'duration': 1, 'edge_weight': 1.000000}
r270 r270 {'duration': 1, 'edge_weight': 0.500000}
r270 r271 {'duration': 1, 'edge_weight': 1.000000}
r270 r281 {'duration': 1, 'edge_weight': 1.414000}
r270 r282 {'duration': 1, 'edge_weight': 1.000000}
r270 r283 {'duration': 1, 'edge_weight': 1.414000}
r271 r186 {'duration': 1, 'edge_weight': 1.650000}
r271 r187 {'duration': 1, 'edge_weight': 1.514000}
r271 r188 {'duration': 1, 'edge_weight': 1.650000}
r271 r198 {'duration': 1, 'edge_weight': 1.514000}
r271 r199 {'duration': 1, 'edge_weight': 1.100000}
r271 r200 {'duration': 1, 'edge_weight': 1.514000}
r271 r210 {'duration': 1, 'edge_weight': 1.650000}
r271 r211 {'duration': 1, 'edge_weight': 1.514000}
r271 r212 {'duration': 1, 'edge_weight': 1.650000}
r271 r258 {'duration': 1, 'edge_weight': 1.414000}
r271 r259 {'duration': 1, 'edge_weight': 1.000000}
r271 r260 {'duration': 1, 'edge_weight': 1.414000}
r271 r270 {'duration': 1, 'edge_weight': 1.000000}
r271 r271 {'duration': 1, 'edge_weight': 0.500000}
r271 r272 {'duration': 1, 'edge_weight': 1.000000}
r271 r282 {'duration': 1, 'edge_weight': 1.414000}
r271 r283 {'duration': 1, 'edge_weight': 1.000000}
r271 r284 {'duration': 1, 'edge_weight': 1.414000}
r272 r187 {'duration': 1, 'edge_weight': 1.650000}
r272 r188 {'duration': 1, 'edge_weight': 1.514000}
r272 r189 {'duration': 1, 'edge_weight': 1.650000}
r272 r199 {'duration': 1, 'edge_weight': 1.514000}
r272 r200 {'duration': 1, 'edge_weight': 1.100000}
r272 r201 {'duration': 1, 'edge_weight': 1.514000}
r272 r211 {'duration': 1, 'edge_weight': 1.650000}
r272 r212 {'duration': 1, 'edge_weight': 1.514000}
r272 r213 {'duration': 1, 'edge_weight': 1.650000}
r272 r259 {'duration': 1, 'edge_weight': 1.414000}
r272 r260 {'duration': 1, 'edge_weight': 1.000000}
r272 r261 {'duration': 1, 'edge_weight': 1.414000}
r272 r271 {'duration': 1, 'edge_weight': 1.000000}
r272 r272 {'duration': 1, 'edge_weight': 0.500000}
r272 r273 {'duration': 1, 'edge_weight': 1.000000}
r272 r283 {'duration': 1, 'edge_weight': 1.414000}
r272 r284 {'duration': 1, 'edge_weight': 1.000000}
r272 r285 {'duration': 1, 'edge_weight': 1.414000}
r273 r188 {'duration': 1, 'edge_weight': 1.650000}
r273 r189 {'duration': 1, 'edge_weight': 1.514000}
r273 r190 {'duration': 1, 'edge_weight': 1.650000}
r273 r200 {'duration': 1, 'edge_weight': 1.514000}
r273 r201 {'duration': 1, 'edge_weight': 1.100000}
r273 r202 {'duration': 1, 'edge_weight': 1.514000}
r273 r212 {'duration': 1, 'edge_weight': 1.650000}
r273 r213 {'duration': 1, 'edge_weight': 1.514000}
r273 r214 {'duration': 1, 'edge_weight': 1.650000}
r273 r260 {'duration': 1, 'edge_weight': 1.414000}
r273 r261 {'duration': 1, 'edge_weight': 1.000000}
r273 r262 {'duration': 1, 'edge_weight': 1.414000}
r273 r272 {'duration': 1, 'edge_weight': 1.000000}
r273 r273 {'duration': 1, 'edge_weight': 0.500000}
r273 r274 {'duration': 1, 'edge_weight': 1.000000}
r273 r284 {'duration': 1, 'edge_weight': 1.414000}
r273 r285 {'duration': 1, 'edge_weight': 1.000000}
r273 r286 {'duration': 1, 'edge_weight': 1.414000}
r274 r189 {'duration': 1, 'edge_weight': 1.650000}
r274 r190 {'duration': 1, 'edge_weight': 1.514000}
r274 r201 {'duration': 1, 'edge_weight': 1.514000}
r274 r202 {'duration': 1, 'edge_weight': 1.100000}
r274 r203 {'duration': 1, 'edge_weight': 1.514000}
r274 r213 {'duration': 1, 'edge_weight': 1.650000}
r274 r214 {'duration': 1, 'edge_weight': 1.514000}
r274 r215 {'duration': 1, 'edge_weight': 1.650000}
r274 r261 {'duration': 1, 'edge_weight': 1.414000}
r274 r262 {'duration': 1, 'edge_weight': 1.000000}
r274 r263 {'duration': 1, 'edge_weight': 1.414000}
r274 r273 {'duration': 1, 'edge_weight': 1.000000}
r274 r274 {'duration': 1, 'edge_weight': 0.500000}
r274 r275 {'duration': 1, 'edge_weight': 1.000000}
r274 r285 {'duration': 1, 'edge_weight': 1.414000}
r274 r286 {'duration': 1, 'edge_weight': 1.000000}
r274 r287 {'duration': 1, 'edge_weight': 1.414000}
r275 r190 {'duration': 1, 'edge_weight': 1.650000}
r275 r202 {'duration': 1, 'edge_weight': 1.514000}
r275 r203 {'duration': 1, 'edge_weight': 1.100000}
r275 r214 {'duration': 1, 'edge_weight': 1.650000}
r275 r215 {'duration': 1, 'edge_weight': 1.514000}
r275 r262 {'duration': 1, 'edge_weight': 1.414000}
r275 r263 {'duration': 1, 'edge_weight': 1.000000}
r275 r274 {'duration': 1, 'edge_weight': 1.000000}
r275 r275 {'duration': 1, 'edge_weight': 0.500000}
r275 r286 {'duration': 1, 'edge_weight': 1.414000}
r275 r287 {'duration': 1, 'edge_weight': 1.000000}
r276 r192 {'duration': 1, 'edge_weight': 1.514000}
r276 r193 {'duration': 1, 'edge_weight': 1.650000}
r276 r204 {'duration': 1, 'edge_weight': 1.100000}
r276 r205 {'duration': 1, 'edge_weight': 1.514000}
r276 r264 {'duration': 1, 'edge_weight': 1.000000}
r276 r265 {'duration': 1, 'edge_weight': 1.414000}
r276 r276 {'duration': 1, 'edge_weight': 0.500000}
r276 r277 {'duration': 1, 'edge_weight': 1.000000}
r277 r192 {'duration': 1, 'edge_weight': 1.650000}
r277 r193 {'duration': 1, 'edge_weight': 1.514000}
r277 r194 {'duration': 1, 'edge_weight': 1.650000}
r277 r204 {'duration': 1, 'edge_weight': 1.514000}
r277 r205 {'duration': 1, 'edge_weight': 1.100000}
r277 r206 {'duration': 1, 'edge_weight': 1.514000}
r277 r264 {'duration': 1, 'edge_weight': 1.414000}
r277 r265 {'duration': 1, 'edge_weight': 1.000000}
r277 r266 {'duration': 1, 'edge_weight': 1.414000}
r277 r276 {'duration': 1, 'edge_weight': 1.000000}
r277 r277 {'duration': 1, 'edge_weight': 0.500000}
r277 r278 {'duration': 1, 'edge_weight': 1.000000}
r278 r193 {'duration': 1, 'edge_weight': 1.650000}
r278 r194 {'duration': 1, 'edge_weight': 1.514000}
r278 r195 {'duration': 1, 'edge_weight': 1.650000}
r278 r205 {'duration': 1, 'edge_weight': 1.514000}
r278 r206 {'duration': 1, 'edge_weight': 1.100000}
r278 r207 {'duration': 1, 'edge_weight': 1.514000}
